# Outlier report
# name  lon  lat  residual  reason
E005           126.67800   51.70400       7.202  IQR(res=7.20)
E006           127.41200   50.25400       6.539  IQR(res=6.54)
E007           129.63900   49.27700       6.484  IQR(res=6.48)
A333           116.29800   40.35300       1.642  KNN
A362           116.47900   39.57600       1.161  KNN
A365           117.93300   39.52500       1.290  KNN
A372           116.94300   39.33300       5.869  IQR(res=5.87)
E303           122.57100   40.97400       4.162  KNN
E304           121.98100   41.10500       3.205  KNN
E305           122.32500   41.24300       0.640  KNN
G304            93.85400   41.88700      17.689  IQR(res=17.69)
G305            96.91800   41.23300       6.012  IQR(res=6.01)
G306           103.72700   39.94600       7.855  IQR(res=7.85)
G307           101.97100   39.33400       6.582  IQR(res=6.58)
G308            98.55000   39.93900      11.217  IQR(res=11.22)
G309            97.96700   39.67700      11.862  IQR(res=11.86)
G311            94.32700   39.61600      10.280  IQR(res=10.28)
G312            94.25800   39.41300       8.325  IQR(res=8.33)
G314            94.31100   39.15800       6.991  IQR(res=6.99)
G315            95.45700   39.25000       9.029  IQR(res=9.03)
G316            90.72800   38.86900      14.604  IQR(res=14.60)
G317           101.30000   39.06000       8.242  IQR(res=8.24)
G319            91.49700   38.75800      10.376  IQR(res=10.38)
G320           101.00500   38.71900       6.280  IQR(res=6.28)
G322            89.55700   38.51700      10.178  IQR(res=10.18)
B001           120.72600   37.93600       0.877  KNN
I368            85.50000   43.11300       0.000  KNN
G326            90.10200   38.35100      11.421  IQR(res=11.42)
G330           100.34400   38.16700       5.868  IQR(res=5.87)
G332            92.41900   38.07200       8.760  IQR(res=8.76)
G338           100.89800   37.66100       0.000  KNN
B021           118.08100   37.15800       2.574  KNN
I390            83.18800   41.08200       0.000  KNN
I392            75.36600   40.50100       0.000  KNN
B031           119.20000   35.76500       1.876  KNN
G355           106.34300   35.39300      10.901  IQR(res=10.90)
G358           100.81400   35.24400       7.962  KNN+IQR(res=7.96)
I399            74.42700   39.02500       0.000  KNN
B040           119.28200   34.58700       0.530  KNN
G364           101.88000   34.56700       6.030  IQR(res=6.03)
B061           118.47700   32.97100       1.050  KNN
J004            95.52800   34.55200       0.000  KNN
H018           102.12600   34.00000       7.707  IQR(res=7.71)
H024           104.22600   33.22800       7.875  IQR(res=7.87)
E390           108.93400   42.39200       2.270  KNN
H028           101.70600   32.90200       9.826  IQR(res=9.83)
E393           129.19600   42.27400       3.407  KNN
H031           102.50000   32.78600      10.267  IQR(res=10.27)
H035           104.44400   31.80200      10.945  IQR(res=10.94)
H037           103.16600   32.07500       6.514  IQR(res=6.51)
E400           116.37700   41.68800       0.421  KNN
H044           104.18700   31.35300       2.312  KNN
H048           104.44100   31.15700       8.974  IQR(res=8.97)
H051           102.77500   30.99200       6.601  IQR(res=6.60)
B331           122.66700   37.40400       1.475  KNN
J311            79.81400   31.49800       0.000  KNN
H073           102.29000   29.84800       9.197  IQR(res=9.20)
H082           102.43900   29.26300       6.449  IQR(res=6.45)
B356           120.14600   34.28700       0.906  KNN
H094           102.83300   27.99900       6.696  IQR(res=6.70)
F058           108.29500   27.87500       1.276  KNN
H102           102.54900   27.37100       8.967  IQR(res=8.97)
H106           100.93400   27.13800      10.217  KNN+IQR(res=10.22)
H109           102.61100   26.62000      10.816  IQR(res=10.82)
H110           102.26300   26.69000      12.378  IQR(res=12.38)
H111           102.10000   26.82600      10.729  IQR(res=10.73)
H112           101.95900   27.04900      12.697  IQR(res=12.70)
H114           101.24500   26.67700       9.129  KNN+IQR(res=9.13)
BB05           118.90400   34.20600       1.243  KNN
H121           102.53200   26.00200      10.285  IQR(res=10.28)
H122           101.68200   26.05000      10.930  IQR(res=10.93)
H123           100.59700   26.21200       9.555  IQR(res=9.56)
H124           100.09400   25.97900      11.171  IQR(res=11.17)
H127           102.94100   25.79800       8.826  IQR(res=8.83)
H128           102.50500   25.57700      11.260  IQR(res=11.26)
H130           101.32000   25.73200      12.085  IQR(res=12.09)
H131           100.56000   25.79700       7.417  IQR(res=7.42)
F317           120.12900   27.86000       0.908  KNN
H134           102.51700   25.23700       8.991  IQR(res=8.99)
C014           113.93900   38.34400       1.915  KNN
H136           101.57300   24.98500      11.941  IQR(res=11.94)
C030           114.68400   36.43900       0.928  KNN
C031           114.21000   36.69700       0.707  KNN
C038           114.53700   35.56700       2.250  KNN
F342           117.23400   24.56900       2.687  KNN
C057           112.44500   33.49200       3.324  KNN
C060           111.47500   33.28000       1.105  KNN
F378           106.90300   32.42600       6.456  IQR(res=6.46)
F382           107.41400   27.16800       0.481  KNN
C323           114.72200   37.91200       0.490  KNN
JB12           129.48900   43.00300       0.000  KNN
C330           115.62600   35.70300       1.028  KNN
F396           108.86700   28.90700       0.579  KNN
CB05           116.53800   35.42200       1.455  KNN
JB41            98.49800   25.01800       0.000  KNN
H351           101.56800   25.34900       0.000  KNN
F475           113.72200   21.93000       6.310  IQR(res=6.31)
G040           101.05700   41.96200       4.710  KNN
G046           102.77500   39.41200       0.973  KNN
G049           102.56500   39.12700       0.000  KNN
G089           101.54200   36.48700       7.133  IQR(res=7.13)
G090           100.26900   36.61800       6.634  IQR(res=6.63)
G092           103.98700   36.48600       5.534  IQR(res=5.53)
G094           100.96200   36.40000       5.910  IQR(res=5.91)
D371           106.57000   38.20800       2.233  KNN
G100           101.10900   36.44600       6.476  IQR(res=6.48)
G105           102.78700   35.87500       5.537  IQR(res=5.54)
G108           103.20500   35.57400       5.694  IQR(res=5.69)
A321           117.00400   40.83000       2.158  KNN
G116           104.54200   35.04600       5.351  IQR(res=5.35)
A326           118.46100   41.40800       1.018  KNN
G121           104.91500   34.46700       7.126  IQR(res=7.13)
G122            97.05400   41.85300       5.835  IQR(res=5.83)
G123            95.46400   41.07000       6.147  IQR(res=6.15)
G145            95.60700   39.71000       0.000  KNN
G153            99.01000   37.29700       6.183  IQR(res=6.18)
G158            99.06700   36.79500       5.771  IQR(res=5.77)
G160            94.99800   40.54900       5.376  IQR(res=5.38)
I341            85.40200   44.24800       0.000  KNN
G303           102.88200   41.81200       5.605  IQR(res=5.61)
G321           100.87200   38.61100       7.049  IQR(res=7.05)
AN01           116.68800   38.96900       3.238  KNN
I366            92.36400   43.25700       0.000  KNN
G329           100.73900   38.43700      11.510  IQR(res=11.51)
B009           120.46400   33.16500       0.343  KNN
G342           106.62500   37.11700      10.082  IQR(res=10.08)
G344            95.36700   36.95500       9.964  IQR(res=9.96)
G351            99.77400   36.25500       5.657  IQR(res=5.66)
G354           101.36100   35.71700       6.579  IQR(res=6.58)
I396            76.00900   39.56000       0.000  KNN
GB08           105.64900   34.78500       6.579  IQR(res=6.58)
H001           106.50900   33.91500       5.802  IQR(res=5.80)
J001           101.61300   34.71600       0.000  KNN
H015           102.50200   34.58900       6.788  IQR(res=6.79)
H017           103.14700   34.10900       5.843  IQR(res=5.84)
E384           110.75200   42.93200       0.532  KNN
H021           104.82400   33.42300       2.929  KNN
H020           103.72700   33.93700       8.032  IQR(res=8.03)
H025           103.43500   32.93100      10.275  IQR(res=10.27)
H026           102.99100   33.57100       6.113  IQR(res=6.11)
H030           103.61300   32.59100       7.155  IQR(res=7.16)
E398           118.86900   41.72100       0.850  KNN
H041           101.07100   32.31900      11.538  IQR(res=11.54)
H042           100.33400   32.27500      10.784  IQR(res=10.78)
H043           104.78200   31.48600       6.952  IQR(res=6.95)
F006           120.35500   26.70200       1.551  KNN
J044            81.19000   32.38200       0.000  KNN
F029           112.10800   31.90500       0.536  KNN
B359           119.45500   33.75500       0.168  KNN
F055           109.04900   32.69400       5.819  IQR(res=5.82)
F346           117.88100   24.11900       0.896  KNN
J413           102.83300   31.63800       0.000  KNN
C340           115.02700   35.77800       1.754  KNN
E332           125.67100   52.92900       6.207  IQR(res=6.21)
G336            99.41100   37.61800       6.870  IQR(res=6.87)
G337           101.72600   37.42200       5.268  IQR(res=5.27)
G343           104.05100   36.98800       9.819  IQR(res=9.82)
G350           106.30600   36.43300       5.821  IQR(res=5.82)
I393            77.62200   40.34300       0.000  KNN
G362           106.56000   34.73300       7.818  IQR(res=7.82)
G363           107.06200   34.68000       7.600  IQR(res=7.60)
G365           106.05600   34.53500       6.034  IQR(res=6.03)
GB02           104.85000   35.61500       6.236  IQR(res=6.24)
E394           118.03100   42.06100       3.189  KNN
D082           107.29400   34.08800       3.108  KNN
F037           113.56300   24.81400       5.436  IQR(res=5.44)
G053           103.18800   38.54200       8.052  IQR(res=8.05)
B363           120.81100   32.77100       0.348  KNN
G073           102.97900   37.14800       5.687  IQR(res=5.69)
G075           100.16200   37.31500       5.847  IQR(res=5.85)
G082           101.00900   36.87600       0.000  KNN
G111           103.83800   35.37600       1.889  KNN
E001           134.29100   48.28300       6.157  IQR(res=6.16)
G125            96.71400   40.63700       5.615  IQR(res=5.62)
G128            97.08500   40.28600       4.929  IQR(res=4.93)
G131            95.71200   40.08000       4.809  IQR(res=4.81)
G157            99.89500   36.69300       5.809  KNN+IQR(res=5.81)
G159            98.46200   36.94300       5.819  IQR(res=5.82)
G162            94.55500   39.71600       5.586  IQR(res=5.59)
H203            98.81500   25.98700       0.000  KNN
I344            92.23100   44.18100       0.000  KNN
H304           104.93500   34.00900       0.000  KNN
JB33           103.88900   33.27600       0.000  KNN
